,teamA,teamB,map,scoreTeamA,scoreTeamB
1766,OG Academy,Eternal Fire Academy,Dust2,16,7
1767,PROSPECTS,Young Gods,Ancient,8,16
1768,Apeks,Into the Breach,Nuke,16,9
1769,Apeks,Into the Breach,Dust2,16,6
1770,EC Brugge,SAW,Dust2,14,16
1771,EC Brugge,SAW,Nuke,8,16
1772,Eternal Fire,Lausanne SE,Default,1,0
1773,Rare Atom,YK,Inferno,16,14
1774,Rare Atom,YK,Ancient,16,13
1775,K23,Entropiq Prague,Default,0,1
1776,paiN,Brazen,Inferno,16,8
1777,paiN,Brazen,Nuke,12,16
1778,paiN,Brazen,Ancient,16,7
1779,SWS,Sao Caetano,Inferno,10,16
1780,SWS,Sao Caetano,Mirage,15,19
1781,Party Astronauts,BHOP,Mirage,16,6
1782,Party Astronauts,BHOP,Overpass,16,13
1783,Boca Juniors,ARCTIC,Nuke,10,16
1784,Boca Juniors,ARCTIC,Overpass,5,16
1785,Gaimin Gladiators,ex-UYU,Dust2,16,6
1786,Gaimin Gladiators,ex-UYU,Mirage,16,4
1787,Sao Caetano,ARCTIC,Inferno,11,16
1788,Sao Caetano,ARCTIC,Nuke,16,7
1789,Sao Caetano,ARCTIC,Ancient,16,11
1790,SWS,Boca Juniors,Dust2,11,16
1791,SWS,Boca Juniors,Nuke,16,0
1792,SWS,Boca Juniors,Inferno,16,8
1793,Apeks,Hellslayers,Ancient,12,16
1794,Apeks,Hellslayers,Mirage,9,16
1795,ECSTATIC,MASONIC,Dust2,16,13
1796,ECSTATIC,MASONIC,Inferno,16,11
1797,SKADE,Budapest Five,Nuke,13,16
1798,SKADE,Budapest Five,Overpass,16,2
1799,SKADE,Budapest Five,Dust2,16,11
1800,Sprout,Tricked,Overpass,11,16
1801,Sprout,Tricked,Mirage,16,10
1802,Sprout,Tricked,Ancient,16,12
1803,Rare Atom,NKT,Inferno,13,16
1804,Rare Atom,NKT,Nuke,14,16
1805,Invictus,YK,Mirage,6,16
1806,Invictus,YK,Vertigo,13,16
1807,YK,NKT,Inferno,2,16
1808,YK,NKT,Nuke,16,11
1809,YK,NKT,Mirage,17,19
1810,Rare Atom,Invictus,Mirage,22,20
1811,Rare Atom,Invictus,Nuke,16,13
1812,ARCTIC,UNO MILLE,Ancient,16,13
1813,ARCTIC,UNO MILLE,Vertigo,16,9
1814,Party Astronauts,GODSENT,Mirage,12,16
1815,Party Astronauts,GODSENT,Ancient,11,16
1816,Imperial,TeamOne,Nuke,10,16
1817,Imperial,TeamOne,Inferno,14,16
1818,UNO MILLE,B4,Overpass,22,20
1819,TeamOne,Gaimin Gladiators,Nuke,19,16
1820,Sharks,ARCTIC,Dust2,6,16
1821,Northern Forces,Imperial,Overpass,14,16
1822,Party Astronauts,ONET4P,Inferno,16,8
1823,GODSENT,Davenport University,Overpass,16,3
1824,Sharks,Meta BR,Mirage,16,10
1825,B4,Leviatan,Inferno,16,7
1826,Holkattes,UNO MILLE,Ancient,7,16
1827,Stars Horizon,ARCTIC,Nuke,4,16
1828,FaZe,Natus Vincere,Inferno,19,16
1829,FaZe,Natus Vincere,Nuke,16,10
1830,SKADE,BigD,Mirage,7,16
1831,SKADE,BigD,Ancient,16,10
1832,SKADE,BigD,Dust2,16,6
1833,1WIN,0to100,Mirage,16,14
1834,1WIN,0to100,Vertigo,16,7
1835,Illuminar,Wisla Krakow,Dust2,6,16
1836,Illuminar,Wisla Krakow,Mirage,16,13
1837,Illuminar,Wisla Krakow,Ancient,16,6
1838,Kappa Bar,Vikings,Dust2,11,16
1839,Kappa Bar,Vikings,Overpass,16,3
1840,Kappa Bar,Vikings,Nuke,10,16
1841,LDLC,BigD,Inferno,12,16
1842,CloudRunners,SKADE,Mirage,10,16
1843,HAVU,0to100,Nuke,10,16
1844,Team Smoke,Team Flash,Overpass,14,16
1845,1WIN,Nemiga,Dust2,16,2
1846,NKT,Invictus,Nuke,16,3
1847,NKT,Invictus,Vertigo,14,16
1848,NKT,Invictus,Inferno,16,9
1849,Wisla Krakow,PACT,Inferno,6,16
1850,Wisla Krakow,PACT,Overpass,16,5
1851,Wisla Krakow,PACT,Nuke,16,12
1852,SHAPE,Babos,Dust2,16,13
1853,SHAPE,Babos,Mirage,5,16
1854,SHAPE,Babos,Inferno,16,4
1855,NKT,CatEvil,Inferno,16,12
1856,Impression,Illuminar,Vertigo,18,22
1857,Impression,Illuminar,Mirage,15,19
1858,Born in Mongolia,Invictus,Nuke,9,16
1859,ex-UYU,Unjustified,Vertigo,16,8
1860,ex-UYU,Unjustified,Dust2,17,19
1861,ex-UYU,Unjustified,Nuke,14,16
1862,Stone,Leviatan,Dust2,14,16
1863,Holkattes,Daotsu,Ancient,16,13
1864,WAP,Stars Horizon,Ancient,8,16
1865,Rehl,Sharks,Vertigo,8,16
1866,B4,The Union,Overpass,16,9
1867,Players,ARCTIC,Nuke,10,16
1868,Meta BR,Los Grandes,Inferno,16,11
1869,WINDINGO,UNO MILLE,Ancient,2,16
1870,EC Kyiv,SKADE,Ancient,17,19
1871,Finest,CloudRunners,Dust2,17,19
1872,0to100,Into the Breach,Mirage,16,12
1873,GTZ Bulls,Nemiga,Inferno,9,16
1874,BLUEJAYS,BigD,Ancient,8,16
1875,1WIN,Astralis Talent,Overpass,16,7
1876,HAVU,Looking For Org,Ancient,16,4
1877,LDLC,Lilmix,Nuke,16,10
1878,ENCE,Natus Vincere,Nuke,7,16
1879,ENCE,Natus Vincere,Dust2,12,16
1880,FaZe,Spirit,Mirage,16,13
1881,FaZe,Spirit,Dust2,25,23
1882,Born in Mongolia,QUAZAR,Mirage,16,10
1883,Clutch,CatEvil,Nuke,17,19
1884,NKT,Born in the East,Vertigo,16,10
1885,Lynn Vision,Invictus,Nuke,11,16
1886,ATK,Gaimin Gladiators,Inferno,9,16
1887,ATK,Gaimin Gladiators,Dust2,16,14
1888,ATK,Gaimin Gladiators,Mirage,16,14
1889,SWS,UNO MILLE,Ancient,12,16
1890,SWS,UNO MILLE,Inferno,19,17
1891,SWS,UNO MILLE,Mirage,16,11
1892,Gaimin Gladiators,TeamOne,Overpass,16,10
1893,ONET4P,ATK,Dust2,7,16
1894,UNO MILLE,B4,Mirage,16,12
1895,Carpe Diem,Gaimin Gladiators,Mirage,17,19
1896,SWS,Stars Horizon,Vertigo,16,10
1897,TeamOne,Party Astronauts,Mirage,16,11
1898,Strife,ATK,Dust2,5,16
1899,B4,Stone,Dust2,16,14
1900,Stars Horizon,Redragon,Mirage,16,12
1901,ONET4P,Take Flyte,Default,1,0
1902,UNO MILLE,Holkattes,Ancient,16,14
1903,SWS,Meta BR,Inferno,16,9
1904,Natus Vincere,Heroic,Inferno,10,16
1905,Natus Vincere,Heroic,Ancient,16,14
1906,Natus Vincere,Heroic,Nuke,16,8
1907,Sprout,Atlantic,Inferno,16,2
1908,Sprout,Atlantic,Overpass,10,16
1909,Sprout,Atlantic,Dust2,16,9
1910,K23,CloudRunners,Inferno,16,8
1911,K23,CloudRunners,Mirage,16,10
1912,PALOMA,CloudRunners,Nuke,13,16
1913,1shot,Atlantic,Inferno,11,16
1914,Sprout,AGO,Vertigo,16,7
1915,K23,MOONBOYS,Inferno,16,4
1916,ENCE,Copenhagen Flames,Vertigo,16,10
1917,ENCE,Copenhagen Flames,Nuke,16,12
1918,Lynn Vision,YK,Nuke,16,2
1919,Lynn Vision,YK,Inferno,8,16
1920,Lynn Vision,YK,Overpass,5,16
1921,Lynn Vision,CatEvil,Inferno,16,11
1922,NSN,YK,Ancient,8,16
1923,Tempest,Gaimin Gladiators,Inferno,13,16
1924,Stone,TotalePro,Inferno,16,13
1925,Detonate,Strife,Mirage,13,16
1926,Holkattes,Leviatan,Inferno,16,12
1927,TeamOne,Unjustified,Mirage,16,5
1928,Revel,Party Astronauts,Overpass,2,16
1929,sinister,ATK,Inferno,10,16
1930,Take Flyte,Northern Forces,Mirage,16,7
1931,Redragon,XIS,Dust2,16,8
1932,X13,Carpe Diem,Overpass,0,16
1933,Furious,Stars Horizon,Ancient,5,16
1934,GODSENT,ONET4P,Nuke,14,16
1935,B4,9z Academy,Inferno,16,3
1936,Hawks,SWS,Inferno,5,16
1937,Los Grandes,Meta BR,Inferno,7,16
1938,loloNaMente,UNO MILLE,Nuke,5,16
1939,AGO,EC Kyiv,Mirage,19,17
1940,Atlantic,Case,Inferno,16,12
1941,Isurus,MOONBOYS,Inferno,14,16
1942,CloudRunners,HOTU,Inferno,16,11
1943,1shot,MASONIC,Nuke,19,16
1944,Los Reyes,PALOMA,Ancient,12,16
1945,Sprout,Anonymo,Ancient,16,11
1946,K23,INDE IRAE,Mirage,16,10
1947,Spirit,FURIA,Vertigo,16,12
1948,Spirit,FURIA,Ancient,16,8
1949,NIP,FaZe,Nuke,10,16
1950,NIP,FaZe,Overpass,16,13
1951,NIP,FaZe,Inferno,8,16
1952,CatEvil,NEXGA,Dust2,19,17
1953,NKT,Lynn Vision,Nuke,12,16
1954,Wings Up,NSN,Ancient,13,16
1955,The Shine,YK,Vertigo,8,16
1956,GODSENT,ATK,Mirage,16,12
1957,GODSENT,ATK,Inferno,14,16
1958,GODSENT,ATK,Ancient,16,10
1959,Gaimin Gladiators,paiN,Inferno,16,13
1960,Gaimin Gladiators,paiN,Dust2,16,10
1961,AGO,Falcons,Nuke,10,16
1962,AGO,Falcons,Vertigo,9,16
1963,ATK,paiN,Inferno,3,16
1964,ATK,paiN,Vertigo,12,16
1965,SAW,AGO,Nuke,16,11
1966,SAW,AGO,Ancient,10,16
1967,SAW,AGO,Vertigo,13,16
1968,Copenhagen Flames,Imperial,Inferno,16,2
1969,Copenhagen Flames,Imperial,Vertigo,22,18
1970,Copenhagen Flames,Falcons,Default,0,1
1971,G2,FURIA,Vertigo,12,16
1972,G2,FURIA,Inferno,16,14
1973,G2,FURIA,Ancient,11,16
1974,Heroic,Vitality,Mirage,16,7
1975,Heroic,Vitality,Overpass,14,16
1976,Heroic,Vitality,Inferno,16,12
1977,Cloud9,Imperial,Overpass,23,25
1978,Cloud9,Imperial,Vertigo,16,9
1979,Cloud9,Imperial,Mirage,3,16
1980,ENCE,Heroic,Overpass,14,16
1981,ENCE,Heroic,Mirage,16,12
1982,ENCE,Heroic,Nuke,16,6
1983,G2,Outsiders,Inferno,16,10
1984,G2,Outsiders,Vertigo,10,16
1985,G2,Outsiders,Dust2,16,11
1986,NIP,FURIA,Nuke,16,2
1987,NIP,FURIA,Inferno,16,10
1988,BIG,Vitality,Mirage,9,16
1989,BIG,Vitality,Vertigo,22,19
1990,BIG,Vitality,Nuke,17,19
1991,Copenhagen Flames,FaZe,Inferno,16,13
1992,Copenhagen Flames,FaZe,Ancient,13,16
1993,Copenhagen Flames,FaZe,Nuke,6,16
1994,ARCTIC,B4,Ancient,9,16
1995,ARCTIC,B4,Dust2,9,16
1996,Cyberstorm,bosses,Inferno,11,16
1997,Cyberstorm,bosses,Overpass,10,16
1998,Natus Vincere,NIP,Inferno,16,6
1999,Natus Vincere,NIP,Mirage,14,16
2000,Natus Vincere,NIP,Ancient,16,4
2001,bosses,CNCS LastHope,Nuke,16,2
2002,bosses,CNCS LastHope,Mirage,16,11
2003,Bad News Eagles,Imperial,Inferno,13,16
2004,Bad News Eagles,Imperial,Mirage,14,16
2005,Babos,Irie Legacy,Mirage,16,19
2006,Babos,Irie Legacy,Inferno,16,13
2007,Babos,Irie Legacy,Vertigo,16,14
2008,ISO,Lemondogs,Inferno,5,16
2009,ISO,Lemondogs,Ancient,7,16
2010,Cyberstorm,Vicious Kitties,Overpass,16,11
2011,Cyberstorm,Vicious Kitties,Ancient,16,12
2012,Spirit,Copenhagen Flames,Vertigo,10,16
2013,Spirit,Copenhagen Flames,Mirage,16,8
2014,Spirit,Copenhagen Flames,Ancient,16,6
2015,Vitality,Liquid,Mirage,16,7
2016,Vitality,Liquid,Dust2,16,11
2017,Cloud9,FaZe,Nuke,8,16
2018,BIG,FURIA,Vertigo,10,16
2019,Heroic,G2,Vertigo,19,17
2020,ENCE,Outsiders,Mirage,16,8
2021,Lausanne SE,SHAPE,Default,0,1
2022,Redragon,B4,Vertigo,13,16
2023,Redragon,B4,Overpass,13,16
2024,Cloud9,NIP,Inferno,14,16
2025,G2,Imperial,Mirage,16,12
